,OFFICER_USED_FORCE
16768,False
16769,True
16770,False
16771,False
16772,False
16773,False
16774,False
16775,False
16776,True
16777,False
16778,False
16779,False
16780,False
16781,False
16782,True
16783,False
16784,False
16785,False
16786,False
16787,True
16788,False
16789,False
16790,False
16791,False
16792,True
16793,False
16794,False
16795,False
16796,False
16797,False
16798,False
16799,False
16800,True
16801,False
16802,False
16803,False
16804,True
16805,True
16806,False
16807,False
16808,False
16809,False
16810,True
16811,False
16812,False
16813,True
16814,False
16815,False
16816,True
16817,False
16818,False
16819,False
16820,False
16821,False
16822,False
16823,False
16824,False
16825,False
16826,False
16827,False
16828,True
16829,False
16830,False
16831,False
16832,True
16833,False
16834,False
16835,False
16836,False
16837,False
16838,False
16839,False
16840,False
16841,False
16842,False
16843,False
16844,False
16845,False
16846,True
16847,False
16848,True
16849,False
16850,True
16851,False
16852,False
16853,True
16854,False
16855,False
16856,True
16857,True
16858,False
16859,False
16860,True
16861,False
16862,False
16863,False
16864,False
16865,False
16866,True
16867,False
16868,True
16869,False
16870,False
16871,False
16872,False
16873,False
16874,False
16875,False
16876,True
16877,False
16878,False
16879,True
16880,False
16881,False
16882,False
16883,False
16884,False
16885,False
16886,False
16887,False
16888,True
16889,False
16890,True
16891,False
16892,False
16893,False
16894,False
16895,True
16896,True
16897,False
16898,True
16899,False
16900,False
16901,False
16902,False
16903,True
16904,True
16905,False
16906,False
16907,True
16908,False
16909,True
16910,False
16911,False
16912,True
16913,False
16914,False
16915,False
16916,True
16917,True
16918,False
16919,False
16920,False
16921,False
16922,False
16923,True
16924,True
16925,True
16926,False
16927,True
16928,True
16929,True
16930,True
16931,False
16932,False
16933,True
16934,False
16935,False
16936,False
16937,False
16938,False
16939,True
16940,True
16941,False
16942,True
16943,False
16944,True
16945,False
16946,True
16947,False
16948,True
16949,True
16950,True
16951,True
16952,True
16953,False
16954,False
16955,False
16956,False
16957,True
16958,False
16959,False
16960,False
16961,True
16962,True
16963,True
16964,False
16965,False
16966,False
16967,True
16968,False
16969,False
16970,False
16971,True
16972,False
16973,False
16974,False
16975,False
16976,False
16977,False
16978,False
16979,False
16980,True
16981,False
16982,True
16983,True
16984,False
16985,True
16986,True
16987,True
16988,False
16989,False
16990,False
16991,True
16992,True
16993,False
16994,False
16995,False
16996,False
16997,True
16998,False
16999,True
17000,True
17001,False
17002,False
17003,False
17004,False
17005,False
17006,True
17007,True
17008,False
17009,False
17010,False
17011,False
17012,False
17013,True
17014,False
17015,False
17016,False
17017,False
17018,False
17019,True
17020,False
17021,False
17022,False
17023,False
17024,False
17025,False
17026,False
17027,True
17028,False
17029,True
17030,False
17031,False
17032,False
17033,False
17034,False
17035,False
17036,False
17037,False
17038,False
17039,True
17040,False
17041,False
17042,False
17043,False
17044,False
17045,False
17046,False
17047,True
17048,False
17049,True
17050,False
17051,False
17052,False
17053,False
17054,True
17055,True
17056,False
17057,False
17058,True
17059,True
17060,True
17061,False
17062,True
17063,False
17064,False
17065,True
17066,False
17067,False
17068,False
17069,True
17070,False
17071,False
17072,False
17073,False
17074,False
17075,True
17076,False
17077,False
17078,False
17079,False
17080,False
17081,True
17082,True
17083,False
17084,False
17085,False
17086,False
17087,False
17088,True
17089,False
17090,False
17091,False
17092,True
17093,False
17094,False
17095,False
17096,False
17097,False
17098,True
17099,False
17100,False
17101,False
17102,False
17103,True
17104,False
17105,False
17106,True
17107,False
17108,False
17109,False
17110,True
17111,False
17112,False
17113,False
17114,False
17115,False
17116,False
17117,False
17118,True
17119,False
17120,True
17121,True
17122,False
17123,False
17124,False
17125,False
17126,False
17127,True
17128,False
17129,False
17130,False
17131,False
17132,False
17133,False
17134,True
17135,False
17136,False
17137,True
17138,False
17139,False
17140,True
17141,True
17142,False
17143,True
17144,True
17145,True
17146,False
17147,False
17148,False
17149,False
17150,False
17151,False
17152,True
17153,True
17154,True
17155,True
17156,True
17157,False
17158,True
17159,True
17160,True
17161,False
17162,False
17163,False
17164,False
17165,False
17166,False
17167,True
17168,False
17169,False
17170,False
17171,True
17172,False
17173,False
17174,True
17175,False
17176,True
17177,True
17178,False
17179,False
17180,False
17181,False
17182,False
17183,False
17184,False
17185,False
17186,False
17187,False
17188,False
17189,False
17190,False
17191,True
17192,False
17193,False
17194,False
17195,False
17196,False
17197,False
17198,False
17199,True
17200,True
17201,True
17202,False
17203,True
17204,True
17205,False
17206,False
17207,False
17208,False
17209,False
17210,True
17211,False
17212,False
17213,True
17214,False
17215,True
17216,False
17217,False
17218,True
17219,False
17220,False
17221,False
17222,False
17223,False
17224,False
17225,False
17226,True
17227,False
17228,False
17229,False
17230,True
17231,False
17232,False
17233,False
17234,False
17235,False
17236,False
17237,False
17238,True
17239,True
17240,False
17241,False
17242,False
17243,False
17244,True
17245,False
17246,True
17247,False
17248,False
17249,True
17250,False
17251,False
17252,False
17253,False
17254,False
17255,True
17256,True
17257,False
17258,False
17259,False
17260,False
17261,False
17262,True
17263,False
17264,False
17265,False
17266,False
17267,False
17268,False
17269,False
17270,True
17271,True
17272,True
17273,True
17274,True
17275,True
17276,False
17277,False
17278,False
17279,True
17280,True
17281,False
17282,False
17283,True
17284,True
17285,False
17286,True
17287,True
17288,False
17289,False
17290,False
17291,False
17292,False
17293,True
17294,True
17295,False
17296,False
17297,False
17298,False
17299,False
17300,False
17301,False
17302,False
17303,False
17304,True
17305,False
17306,False
17307,False
17308,False
17309,True
17310,False
17311,False
17312,True
17313,False
17314,False
17315,True
17316,False
17317,True
17318,True
17319,False
17320,True
17321,True
17322,True
17323,False
17324,False
17325,True
17326,False
17327,False
17328,False
17329,False
17330,False
17331,False
17332,False
17333,False
17334,False
17335,False
17336,False
17337,False
17338,False
17339,False
17340,False
17341,False
17342,True
17343,False
17344,False
17345,False
17346,False
17347,False
17348,False
17349,False
17350,False
17351,True
17352,False
17353,False
17354,False
17355,False
17356,False
17357,False
17358,True
17359,False
17360,False
17361,False
17362,False
17363,False
17364,False
17365,True
17366,True
17367,True
17368,False
17369,False
17370,False
17371,True
17372,False
17373,False
17374,False
17375,False
17376,True
17377,False
17378,False
17379,False
17380,False
17381,False
17382,False
17383,False
17384,False
17385,False
17386,False
17387,False
17388,True
17389,False
17390,False
17391,False
17392,False
17393,False
17394,False
17395,False
17396,False
17397,False
17398,True
17399,False
17400,False
17401,False
17402,False
17403,False
17404,False
17405,True
17406,False
17407,False
17408,False
17409,False
17410,False
17411,False
17412,False
17413,False
17414,False
17415,False
17416,False
17417,False
17418,False
17419,False
17420,True
17421,True
17422,True
17423,True
17424,False
17425,False
17426,False
17427,True
17428,True
17429,False
17430,False
17431,False
17432,False
17433,True
17434,False
17435,True
17436,True
17437,True
17438,True
17439,False
17440,False
17441,False
17442,False
17443,False
17444,False
17445,False
17446,False
17447,False
17448,False
17449,False
17450,False
17451,False
17452,True
17453,True
17454,False
17455,False
17456,False
17457,False
17458,False
17459,False
17460,False
17461,False
17462,False
17463,False
17464,False
17465,False
17466,False
17467,False
17468,False
17469,True
17470,False
17471,False
17472,True
17473,False
17474,False
17475,False
17476,False
17477,True
17478,False
17479,False
17480,False
17481,True
17482,False
17483,False
17484,False
17485,False
17486,False
17487,False
17488,False
17489,True
17490,False
17491,False
17492,False
17493,False
17494,False
17495,False
17496,False
17497,False
17498,False
17499,True
17500,False
17501,False
17502,False
17503,False
17504,False
17505,False
17506,False
17507,False
17508,True
17509,False
17510,False
17511,False
17512,True
17513,True
17514,True
17515,True
17516,False
17517,False
17518,True
17519,True
17520,True
17521,False
17522,False
17523,False
17524,False
17525,True
17526,True
17527,False
17528,True
17529,False
17530,False
17531,True
17532,True
17533,False
17534,False
17535,False
17536,False
17537,False
17538,False
17539,False
17540,False
17541,True
17542,True
17543,False
17544,False
17545,False
17546,False
17547,False
17548,False
17549,False
17550,False
17551,True
17552,False
17553,False
17554,True
17555,False
17556,False
17557,False
17558,False
17559,True
17560,False
17561,False
17562,False
17563,False
17564,False
17565,False
17566,False
17567,False
17568,False
17569,False
17570,True
17571,False
17572,False
17573,False
17574,False
17575,False
17576,True
17577,False
17578,False
17579,True
17580,False
17581,True
17582,True
17583,False
17584,False
17585,False
17586,False
17587,False
17588,True
17589,False
17590,False
17591,False
17592,False
17593,False
17594,False
17595,False
17596,False
17597,False
17598,False
17599,True
17600,True
17601,False
17602,False
17603,False
17604,False
17605,False
17606,False
17607,True
17608,False
17609,False
17610,False
17611,True
17612,False
17613,False
17614,False
17615,False
17616,False
17617,True
17618,True
17619,True
17620,True
17621,False
17622,True
17623,True
17624,True
17625,True
17626,False
17627,False
17628,False
17629,False
17630,False
17631,False
17632,False
17633,False
17634,False
17635,False
17636,False
17637,True
17638,False
17639,True
17640,True
17641,False
17642,False
17643,False
17644,False
17645,False
17646,True
17647,True
17648,True
17649,True
17650,True
17651,True
17652,False
17653,False
17654,False
17655,False
17656,False
17657,False
17658,False
17659,True
17660,True
17661,False
17662,False
17663,False
17664,False
17665,True
17666,True
17667,False
17668,False
17669,True
17670,True
17671,True
17672,True
17673,True
17674,False
17675,False
17676,False
17677,True
17678,False
17679,False
17680,False
17681,False
17682,True
17683,False
17684,False
17685,False
17686,False
17687,False
17688,False
17689,False
17690,False
17691,False
17692,False
17693,False
17694,False
17695,False
17696,False
17697,False
17698,False
17699,False
17700,False
17701,False
17702,False
17703,False
17704,False
17705,False
17706,False
17707,False
17708,True
17709,False
17710,True
17711,False
17712,False
17713,False
17714,True
17715,True
17716,False
17717,False
17718,False
17719,False
17720,True
17721,False
17722,False
17723,False
17724,False
17725,True
17726,False
17727,True
17728,True
17729,True
17730,False
17731,False
17732,False
17733,False
17734,False
17735,False
17736,True
17737,False
17738,True
17739,False
17740,False
17741,True
17742,False
17743,True
17744,False
17745,False
17746,False
17747,False
17748,False
17749,False
17750,False
17751,False
17752,False
17753,False
17754,False
17755,False
17756,False
17757,False
17758,False
17759,False
17760,False
17761,False
17762,False
17763,False
17764,False
17765,False
17766,False
17767,False
17768,False
17769,False
17770,False
17771,False
17772,False
17773,False
17774,False
17775,False
17776,False
17777,False
17778,False
17779,False
17780,False
17781,False
17782,False
17783,False
17784,False
17785,False
17786,False
17787,False
17788,False
17789,False
17790,True
17791,False
17792,True
17793,False
17794,False
17795,False
17796,False
17797,False
17798,False
17799,False
17800,False
17801,False
17802,False
17803,True
17804,False
17805,True
17806,True
17807,False
17808,False
17809,False
17810,False
17811,False
17812,False
17813,False
17814,False
17815,False
17816,False
17817,True
17818,True
17819,False
17820,False
17821,True
17822,True
17823,False
17824,False
17825,False
17826,False
17827,False
17828,True
17829,False
17830,True
17831,False
17832,True
17833,False
17834,False
17835,False
17836,False
17837,False
17838,False
17839,True
17840,False
17841,False
17842,False
17843,True
17844,False
17845,False
17846,False
17847,False
17848,False
17849,False
17850,False
17851,False
17852,True
17853,False
17854,False
17855,False
17856,False
17857,False
17858,False
17859,True
17860,False
17861,False
17862,False
17863,False
17864,False
17865,False
17866,False
17867,False
17868,False
17869,True
17870,False
17871,True
17872,False
17873,False
17874,False
17875,False
17876,False
17877,False
17878,True
17879,True
17880,False
17881,False
17882,False
17883,True
17884,False
17885,False
17886,True
17887,False
17888,False
17889,False
17890,False
17891,False
17892,False
17893,False
17894,False
17895,True
17896,True
17897,True
17898,False
17899,True
17900,False
17901,False
17902,False
17903,False
17904,True
17905,False
17906,False
17907,False
17908,False
17909,True
17910,True
17911,False
17912,False
17913,False
17914,False
17915,False
17916,True
17917,False
17918,False
17919,False
17920,False
17921,False
17922,False
17923,False
17924,False
17925,False
17926,False
17927,False
17928,False
17929,True
17930,False
17931,False
17932,False
17933,False
17934,False
17935,True
17936,True
17937,True
17938,False
17939,False
17940,True
17941,True
17942,True
17943,False
17944,True
17945,True
17946,False
17947,True
17948,False
17949,False
17950,True
17951,True
17952,False
17953,False
17954,False
17955,False
17956,True
17957,False
17958,False
17959,False
17960,False
17961,False
17962,True
17963,True
17964,False
17965,False
17966,False
17967,False
17968,False
17969,True
17970,True
17971,False
17972,False
17973,False
17974,False
17975,True
17976,False
17977,True
17978,True
17979,False
17980,False
17981,False
17982,False
17983,False
17984,False
17985,False
17986,False
17987,False
17988,False
17989,True
17990,True
17991,True
17992,False
17993,True
17994,False
17995,True
17996,False
17997,False
17998,False
17999,False
18000,True
18001,False
18002,False
18003,False
18004,False
18005,False
18006,False
18007,False
18008,False
18009,False
18010,False
18011,False
18012,False
18013,False
18014,False
18015,True
18016,False
18017,False
18018,True
18019,False
18020,False
18021,False
18022,False
18023,False
18024,False
18025,False
18026,False
18027,False
18028,False
18029,False
18030,True
18031,False
18032,False
18033,False
18034,False
18035,False
18036,False
18037,False
18038,True
18039,True
18040,True
18041,False
18042,False
18043,True
18044,False
18045,False
18046,True
18047,True
18048,False
18049,True
18050,False
18051,False
18052,False
18053,False
18054,False
18055,False
18056,False
18057,False
18058,True
18059,False
18060,False
18061,False
18062,False
18063,False
18064,False
18065,True
18066,False
18067,False
18068,True
18069,False
18070,True
18071,False
18072,False
18073,False
18074,False
18075,False
18076,True
18077,True
18078,False
18079,False
18080,True
18081,False
18082,False
18083,False
18084,False
18085,False
18086,False
18087,False
18088,False
18089,False
18090,False
18091,False
18092,False
18093,False
18094,False
18095,False
18096,True
18097,True
18098,False
18099,False
18100,False
18101,False
18102,False
18103,False
18104,True
18105,True
18106,True
18107,False
18108,False
18109,False
18110,False
18111,False
18112,False
18113,True
18114,False
18115,False
18116,False
18117,False
18118,False
18119,False
18120,False
18121,False
18122,False
18123,False
18124,False
18125,False
18126,True
18127,False
18128,False
18129,False
18130,True
18131,False
18132,True
18133,False
18134,True
18135,False
18136,False
18137,True
18138,False
18139,True
18140,False
18141,False
18142,False
18143,False
18144,True
18145,True
18146,True
18147,False
18148,False
18149,False
18150,True
18151,False
18152,True
18153,False
18154,False
18155,False
18156,True
18157,False
18158,False
18159,False
18160,False
18161,True
18162,True
18163,True
18164,True
18165,False
18166,False
18167,False
18168,False
18169,False
18170,False
18171,False
18172,False
18173,False
18174,False
18175,False
18176,False
18177,True
18178,False
18179,True
18180,False
18181,False
18182,False
18183,True
18184,False
18185,False
18186,False
18187,True
18188,False
18189,False
18190,False
18191,False
18192,False
18193,True
18194,False
18195,False
18196,False
18197,False
18198,False
18199,True
18200,False
18201,False
18202,False
18203,True
18204,False
18205,False
18206,False
18207,False
18208,False
18209,False
18210,False
18211,False
18212,False
18213,False
18214,True
18215,False
18216,False
18217,False
18218,False
18219,False
18220,False
18221,False
18222,True
18223,False
18224,False
18225,True
18226,False
18227,True
18228,True
18229,True
18230,False
18231,False
18232,False
18233,False
18234,False
18235,False
18236,True
18237,False
18238,True
18239,True
18240,False
18241,False
18242,False
18243,True
18244,False
18245,False
18246,False
18247,False
18248,False
18249,False
18250,False
18251,False
18252,False
18253,False
18254,False
18255,False
18256,False
18257,False
18258,False
18259,False
18260,False
18261,False
18262,False
18263,True
18264,False
18265,False
18266,False
18267,False
18268,False
18269,False
18270,False
18271,False
18272,True
18273,True
18274,False
18275,False
18276,True
18277,False
18278,False
18279,False
18280,True
18281,False
18282,False
18283,False
18284,False
18285,False
18286,False
18287,True
18288,True
18289,True
18290,True
18291,False
18292,True
18293,False
18294,False
18295,False
18296,True
18297,False
18298,True
18299,False
18300,False
18301,False
18302,True
18303,False
18304,False
18305,False
18306,False
18307,True
18308,False
18309,False
18310,False
18311,False
18312,False
18313,False
18314,True
18315,True
18316,True
18317,False
18318,False
18319,False
18320,False
18321,False
18322,True
18323,True
18324,False
18325,False
18326,False
18327,False
18328,False
18329,False
18330,False
18331,False
18332,False
18333,False
18334,False
18335,False
18336,True
18337,False
18338,False
18339,False
18340,False
18341,False
18342,True
18343,True
18344,False
18345,False
18346,False
18347,False
18348,False
18349,False
18350,False
18351,True
18352,True
18353,False
18354,False
18355,False
18356,False
18357,False
18358,False
18359,False
18360,True
18361,False
18362,False
18363,False
18364,False
18365,False
18366,False
18367,True
18368,True
18369,True
18370,True
18371,False
18372,True
18373,False
18374,False
18375,False
18376,False
18377,False
18378,False
18379,False
18380,False
18381,True
18382,False
18383,True
18384,False
18385,False
18386,False
18387,False
18388,True
18389,True
18390,False
18391,False
18392,False
18393,False
18394,False
18395,False
18396,False
18397,False
18398,False
18399,False
18400,False
18401,False
18402,True
18403,False
18404,False
18405,False
18406,False
18407,False
18408,False
18409,False
18410,True
18411,True
18412,True
18413,False
18414,False
18415,False
18416,True
18417,False
18418,False
18419,False
18420,False
18421,False
18422,False
18423,False
18424,False
18425,False
18426,False
18427,True
18428,False
18429,False
18430,False
18431,False
18432,False
18433,False
18434,False
18435,True
18436,False
18437,False
18438,False
18439,False
18440,False
18441,False
18442,False
18443,False
18444,False
18445,False
18446,False
18447,False
18448,False
18449,True
18450,True
18451,False
18452,False
18453,False
18454,False
18455,False
18456,True
18457,True
18458,False
18459,True
18460,False
18461,True
18462,True
18463,False
18464,True
18465,False
18466,False
18467,False
18468,False
18469,False
18470,False
18471,False
18472,False
18473,False
18474,False
18475,False
18476,False
18477,False
18478,False
18479,False
18480,False
18481,False
18482,False
18483,False
18484,False
18485,False
18486,False
18487,False
18488,False
18489,False
18490,False
18491,False
18492,True
18493,True
18494,False
18495,False
18496,False
18497,False
18498,True
18499,True
18500,False
18501,False
18502,False
18503,False
18504,False
18505,True
18506,True
18507,False
18508,True
18509,False
18510,False
18511,False
18512,True
18513,False
18514,False
18515,False
18516,False
18517,False
18518,False
18519,False
18520,True
18521,True
18522,True
18523,True
18524,False
18525,False
18526,False
18527,False
18528,False
18529,False
18530,True
18531,False
18532,False
18533,False
18534,False
18535,False
18536,True
18537,False
18538,False
18539,False
18540,False
18541,False
18542,True
18543,False
18544,True
18545,False
18546,False
18547,False
18548,False
18549,True
18550,True
18551,False
18552,False
18553,True
18554,False
18555,False
18556,False
18557,True
18558,False
18559,False
18560,False
18561,False
18562,False
18563,False
18564,True
18565,False
18566,True
18567,False
18568,False
18569,False
18570,False
18571,True
18572,False
18573,False
18574,False
18575,False
18576,False
18577,False
18578,True
18579,False
18580,True
18581,True
18582,True
18583,False
18584,True
18585,False
18586,False
18587,False
18588,False
18589,False
18590,False
18591,False
18592,False
18593,False
18594,False
18595,False
18596,False
18597,False
18598,False
18599,False
18600,False
18601,False
18602,False
18603,False
18604,False
18605,False
18606,True
18607,False
18608,False
18609,False
18610,False
18611,True
18612,False
18613,False
18614,False
18615,True
18616,True
18617,False
18618,False
18619,True
18620,False
18621,True
18622,False
18623,False
18624,False
18625,False
18626,False
18627,True
18628,False
18629,False
18630,False
18631,False
18632,True
18633,False
18634,False
18635,False
18636,False
18637,False
18638,False
18639,False
18640,False
18641,False
18642,False
18643,True
18644,False
18645,False
18646,True
18647,False
18648,False
18649,False
18650,False
18651,True
18652,False
18653,False
18654,False
18655,False
18656,False
18657,False
18658,False
18659,False
18660,False
18661,False
18662,False
18663,False
18664,False
18665,False
18666,False
18667,False
18668,False
18669,False
18670,True
18671,False
18672,False
18673,False
18674,False
18675,False
18676,False
18677,False
18678,False
18679,False
18680,False
18681,False
18682,False
18683,False
18684,False
18685,False
18686,False
18687,False
18688,False
18689,False
18690,True
18691,False
18692,False
18693,False
18694,False
18695,False
18696,True
18697,False
18698,False
18699,False
18700,False
18701,False
18702,False
18703,False
18704,False
18705,False
18706,False
18707,False
18708,False
18709,False
18710,False
18711,False
18712,False
18713,True
18714,False
18715,False
18716,False
18717,False
18718,False
18719,True
18720,False
18721,False
18722,False
18723,False
18724,True
18725,False
18726,True
18727,True
18728,False
18729,False
18730,False
18731,False
18732,False
18733,False
18734,True
18735,False
18736,False
18737,False
18738,False
18739,True
18740,True
18741,True
18742,True
18743,False
18744,False
18745,True
18746,False
18747,False
18748,True
18749,False
18750,False
18751,False
18752,False
18753,True
18754,False
18755,False
18756,True
18757,False
18758,False
18759,False
18760,False
18761,False
18762,False
18763,True
18764,False
18765,False
18766,False
18767,False
18768,False
18769,False
18770,False
18771,False
18772,False
18773,False
18774,True
18775,False
18776,False
18777,False
18778,False
18779,False
18780,False
18781,False
18782,True
18783,False
18784,False
18785,False
18786,False
18787,False
18788,False
18789,False
18790,False
18791,True
18792,False
18793,False
18794,True
18795,False
18796,False
18797,False
18798,False
18799,True
18800,False
18801,False
18802,False
18803,False
18804,False
18805,True
18806,True
18807,False
18808,False
18809,False
18810,True
18811,True
18812,False
18813,False
18814,False
18815,False
18816,False
18817,False
18818,False
18819,True
18820,False
18821,False
18822,False
18823,True
18824,True
18825,True
18826,False
18827,False
18828,False
18829,False
18830,True
18831,False
18832,True
18833,False
18834,True
18835,True
18836,False
18837,True
18838,False
18839,False
18840,False
18841,False
18842,False
18843,False
18844,False
18845,False
18846,False
18847,True
18848,False
18849,False
18850,False
18851,False
18852,False
18853,False
18854,True
18855,False
18856,True
18857,True
18858,True
18859,False
18860,False
18861,False
18862,False
18863,False
18864,False
18865,False
18866,True
18867,True
18868,False
18869,False
18870,False
18871,False
18872,True
18873,False
18874,False
18875,True
18876,False
18877,False
18878,False
18879,False
18880,True
18881,False
18882,False
18883,False
18884,False
18885,False
18886,False
18887,False
18888,True
18889,False
18890,True
18891,False
18892,False
18893,False
18894,False
18895,False
18896,False
18897,True
18898,True
18899,True
18900,False
18901,False
18902,False
18903,False
18904,True
18905,False
18906,False
18907,False
18908,False
18909,False
18910,False
18911,False
18912,False
18913,False
18914,False
18915,False
18916,False
18917,True
18918,True
18919,False
18920,False
18921,False
18922,False
18923,False
18924,False
18925,False
18926,False
18927,False
18928,False
18929,False
18930,True
18931,False
18932,False
18933,False
18934,False
18935,False
18936,False
18937,False
18938,False
18939,False
18940,False
18941,False
18942,False
18943,False
18944,False
18945,False
18946,False
18947,False
18948,False
18949,False
18950,False
18951,False
18952,False
18953,False
18954,False
18955,True
18956,False
18957,True
18958,True
18959,True
18960,False
18961,True
18962,True
18963,True
18964,False
18965,True
18966,True
18967,True
18968,False
18969,False
18970,False
18971,False
18972,False
18973,False
18974,True
18975,False
18976,True
18977,False
18978,True
18979,False
18980,False
18981,False
18982,True
18983,False
18984,False
18985,False
18986,True
18987,False
18988,False
18989,False
18990,False
18991,True
18992,False
18993,True
18994,False
18995,False
18996,False
18997,True
18998,True
18999,False
19000,False
19001,False
19002,False
19003,False
19004,False
19005,False
19006,False
19007,False
19008,False
19009,False
19010,False
19011,False
19012,False
19013,False
19014,False
19015,False
19016,True
19017,False
19018,False
19019,False
19020,False
19021,True
19022,True
19023,True
19024,False
19025,False
19026,False
19027,False
19028,False
19029,False
19030,False
19031,True
19032,False
19033,False
19034,True
19035,True
19036,False
19037,True
19038,True
19039,True
19040,False
19041,True
19042,False
19043,True
19044,False
19045,False
19046,False
19047,False
19048,True
19049,True
19050,True
19051,False
19052,False
19053,False
19054,False
19055,False
19056,False
19057,False
19058,False
19059,False
19060,False
19061,False
19062,False
19063,False
19064,False
19065,False
19066,False
19067,True
19068,False
19069,False
19070,False
19071,False
19072,False
19073,True
19074,True
19075,False
19076,True
19077,False
19078,False
19079,False
19080,False
19081,True
19082,False
19083,False
19084,False
19085,False
19086,True
19087,False
19088,False
19089,False
19090,False
19091,False
19092,False
19093,False
19094,True
19095,False
19096,False
19097,True
19098,False
19099,False
19100,False
19101,False
19102,False
19103,False
19104,False
19105,True
19106,False
19107,False
19108,False
19109,False
19110,True
19111,False
19112,False
19113,True
19114,False
19115,False
19116,False
19117,False
19118,True
19119,False
19120,True
19121,False
19122,True
19123,False
19124,True
19125,True
19126,True
19127,False
19128,False
19129,False
19130,False
19131,True
19132,True
19133,True
19134,False
19135,False
19136,False
19137,True
19138,True
19139,True
19140,True
19141,False
19142,False
19143,False
19144,False
19145,False
19146,True
19147,False
19148,False
19149,False
19150,False
19151,False
19152,False
19153,False
19154,False
19155,False
19156,True
19157,False
19158,False
19159,False
19160,False
19161,False
19162,False
19163,False
19164,False
19165,False
19166,False
19167,False
19168,False
19169,False
19170,False
19171,False
19172,False
19173,False
19174,False
19175,True
19176,False
19177,False
19178,True
19179,True
19180,False
19181,False
19182,False
19183,False
19184,False
19185,False
19186,False
19187,False
19188,False
19189,False
19190,False
19191,False
19192,False
19193,True
19194,False
19195,False
19196,False
19197,False
19198,False
19199,True
19200,False
19201,False
19202,True
19203,False
19204,False
19205,False
19206,False
19207,False
19208,False
19209,False
19210,False
19211,True
19212,True
19213,False
19214,False
19215,True
19216,False
19217,False
19218,False
19219,True
19220,False
19221,False
19222,True
19223,False
19224,False
19225,True
19226,False
19227,False
19228,False
19229,False
19230,False
19231,True
19232,True
19233,True
19234,False
19235,False
19236,False
19237,False
19238,False
19239,False
19240,False
19241,False
19242,False
19243,False
19244,False
19245,False
19246,False
19247,False
19248,False
19249,False
19250,False
19251,False
19252,False
19253,False
19254,False
19255,True
19256,True
19257,False
19258,False
19259,False
19260,True
19261,True
19262,True
19263,True
19264,True
19265,True
19266,True
19267,True
19268,True
19269,True
19270,True
19271,False
19272,True
19273,True
19274,False
19275,False
19276,False
19277,False
19278,False
19279,True
19280,False
19281,False
19282,True
19283,True
19284,False
19285,False
19286,False
19287,True
19288,False
19289,False
19290,False
19291,False
19292,False
19293,False
19294,False
19295,False
19296,True
19297,False
19298,True
19299,False
19300,False
19301,False
19302,False
19303,False
19304,False
19305,False
19306,True
19307,True
19308,False
19309,False
19310,False
19311,False
19312,False
19313,False
19314,False
19315,True
19316,False
19317,False
19318,False
19319,False
19320,False
19321,False
19322,False
19323,False
19324,True
19325,False
19326,False
19327,True
19328,True
19329,False
19330,False
19331,False
19332,False
19333,False
19334,False
19335,False
19336,False
19337,False
19338,False
19339,False
19340,False
19341,False
19342,False
19343,False
19344,False
19345,False
19346,False
19347,False
19348,False
19349,True
19350,True
19351,True
19352,True
19353,False
19354,False
19355,True
19356,False
19357,False
19358,False
19359,False
19360,False
19361,False
19362,False
19363,False
19364,False
19365,False
19366,False
19367,False
19368,False
19369,False
19370,False
19371,False
19372,False
19373,False
19374,True
19375,False
19376,False
19377,False
19378,False
19379,False
19380,False
19381,False
19382,False
19383,True
19384,False
19385,False
19386,False
19387,False
19388,True
19389,False
19390,False
19391,False
19392,False
19393,False
19394,False
19395,False
19396,False
19397,True
19398,False
19399,False
19400,False
19401,False
19402,True
19403,False
19404,False
19405,False
19406,False
19407,False
19408,True
19409,True
19410,False
19411,False
19412,False
19413,False
19414,True
19415,False
19416,False
19417,True
19418,False
19419,True
19420,False
19421,False
19422,False
19423,False
19424,True
19425,True
19426,True
19427,False
19428,True
19429,False
19430,False
19431,False
19432,False
19433,False
19434,False
19435,False
19436,False
19437,False
19438,False
19439,False
19440,False
19441,False
19442,True
19443,False
19444,False
19445,False
19446,True
19447,True
19448,False
19449,False
19450,True
19451,False
19452,True
19453,True
19454,True
19455,True
19456,True
19457,False
19458,False
19459,False
19460,True
19461,False
19462,False
19463,False
19464,False
19465,False
19466,True
19467,False
19468,False
19469,False
19470,True
19471,False
19472,False
19473,False
19474,False
19475,True
19476,False
19477,False
19478,False
19479,False
19480,False
19481,False
19482,False
19483,True
19484,False
19485,False
19486,False
19487,False
19488,False
19489,False
19490,False
19491,False
19492,False
19493,False
19494,True
19495,True
19496,False
19497,False
19498,False
19499,False
19500,True
19501,True
19502,False
19503,False
19504,False
19505,True
19506,False
19507,True
19508,False
19509,True
19510,False
19511,True
19512,False
19513,True
19514,True
19515,False
19516,False
19517,False
19518,False
19519,False
19520,False
19521,False
19522,False
19523,False
19524,False
19525,False
19526,False
19527,False
19528,False
19529,False
19530,True
19531,True
19532,True
19533,True
19534,True
19535,True
19536,False
19537,False
19538,True
19539,False
19540,False
19541,False
19542,True
19543,True
19544,False
19545,False
19546,True
19547,False
19548,False
19549,False
19550,False
19551,True
19552,False
19553,False
19554,True
19555,False
19556,False
19557,False
19558,False
19559,False
19560,False
19561,False
19562,False
19563,False
19564,False
